시설번호,시설유형,실내_실외,구,동,시설명,소재지주소,면적(제곱미터),설치일자,민간_공공구분,놀이기구종류,안전검사일_최종,안전관리자지정여부,보험가입여부,물놀이형놀이시설여부,관리자 연락처,데이터기준일자
2868,주택단지,실외,분당구,야탑동,목련마을 SK아파트 601동 놀이터,경기도 성남시 분당구 판교로743번길 7,,2010-11-24,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-22,Y,Y,N,031-709-9132,2025-07-05
2869,주택단지,실외,분당구,야탑동,목련마을 SK아파트 604동 놀이터,경기도 성남시 분당구 판교로743번길 7,,2010-11-24,민간,흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-22,Y,Y,N,031-709-9132,2025-07-05
2906,주택단지,실외,분당구,야탑동,탑마을 동아빌라 놀이터,경기도 성남시 분당구 성남대로 884-4,,2010-11-29,민간,그네(1)+흔들놀이기구(3)+오르는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-06,Y,N,N,031-701-2235,2025-07-05
2927,주택단지,실외,분당구,정자동,한솔마을 한일아파트 관리사무소앞,경기도 성남시 분당구 백현로 234,304,2010-12-13,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-09-06,Y,Y,N,,2025-07-05
2929,주택단지,실외,분당구,분당동,장안타운 한신라이프빌라,경기도 성남시 분당구 분당로263번길 68,,1994-11-30,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-12-27,Y,Y,N,,2025-07-05
2931,주택단지,실외,분당구,정자동,한솔마을4단지 주공아파트 414동,경기도 성남시 분당구 백현로 206,,2010-12-03,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-11,Y,Y,N,031-713-1403,2025-07-05
2932,주택단지,실외,분당구,정자동,한솔마을4단지 주공아파트 416동,경기도 성남시 분당구 백현로 206,,2010-12-03,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-11,Y,Y,N,031-713-1403,2025-07-05
3072,도시공원,실외,분당구,야탑동,꿈동산(1호) 어린이공원,경기도 성남시 분당구 야탑동 332,424,2010-06-29,공공,그네(1)+회전놀이기구(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-19,Y,Y,N,031-729-7386,2025-07-05
3073,도시공원,실외,분당구,서현동,효자(33호) 어린이공원,경기도 성남시 분당구 서현동 294,482,2010-06-29,공공,그네(1)+흔들놀이기구(2)+조합놀이대(2)+기타(3)+충격흡수용표면재(모래)(2)+충격흡수용표면재(기타바닥재)(1),2023-10-25,Y,Y,N,031-729-7462,2025-07-05
3104,도시공원,실외,분당구,정자동,느티마을(50호) 어린이공원,경기도 성남시 분당구 정자동 91-1,442,2010-08-23,공공,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-18,Y,Y,N,031-729-7462,2025-07-05
3105,도시공원,실외,분당구,서현동,양영(35호) 어린이공원,경기도 성남시 분당구 서현동 317-1,531,2010-08-23,공공,그네(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-01,Y,Y,N,031-729-7462,2025-07-05
3198,주택단지,실외,분당구,정자동,한솔마을 LG아파트 203동 놀이터,경기도 성남시 분당구 정자로 143,,2010-11-25,민간,그네(1)+흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-14,Y,Y,N,,2025-07-05
3199,주택단지,실외,분당구,정자동,한솔마을 LG아파트 206동 놀이터,경기도 성남시 분당구 정자로 143,,2010-11-25,민간,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-14,Y,Y,N,,2025-07-05
3204,주택단지,실외,분당구,판교동,판교원마을7단지 모아미래도 707동앞 놀이터,경기도 성남시 분당구 판교원로 237,,2010-11-25,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-22,Y,Y,N,,2025-07-05
3205,주택단지,실외,분당구,판교동,판교원마을7단지 모아미래도 706동뒤 놀이터,경기도 성남시 분당구 판교원로 237,,2010-11-25,민간,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-22,Y,Y,N,,2025-07-05
3206,주택단지,실외,분당구,판교동,판교원마을7단지 모아미래도 709동옆 놀이터,경기도 성남시 분당구 판교원로 237,,2010-11-25,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-22,Y,Y,N,,2025-07-05
3224,도시공원,실외,분당구,서현동,소공원(28호) 어린이공원,경기도 성남시 분당구 서현동 324,450.5,2010-12-09,공공,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-11-25,Y,Y,N,031-729-7462,2025-07-05
16051,놀이제공영업소,실내,수정구,태평동,플레이타임 이마트성남점(대규모점포),"경기도 성남시 수정구 수정로 201, 2층",106.61,2011-01-31,민간,폐쇄형놀이기구(1)+충격흡수용표면재(고무바닥재)(1),2023-08-03,Y,Y,N,031-721-5806,2025-07-05
16062,주상복합,실외,분당구,정자동,분당로얄팰리스 2층 놀이터,경기도 성남시 분당구 성남대로 449,66,2002-11-01,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-30,Y,Y,N,031-785-5555,2025-07-05
16065,주상복합,실내,분당구,정자동,아이파크분당 1단지 103동 1층 실내놀이터,경기도 성남시 분당구 정자일로 239,86.46,2003-05-30,민간,폐쇄형놀이기구(1)+충격흡수용표면재(고무바닥재)(1),2023-05-23,Y,Y,N,031-785-1901,2025-07-05
16066,주상복합,실외,분당구,정자동,아이파크분당 2단지 201동 3층 놀이터,경기도 성남시 분당구 정자일로 239,47,2003-05-30,민간,흔들놀이기구(2)+충격흡수용표면재(포설도포바닥재)(1),2023-05-23,Y,Y,N,031-785-1901,2025-07-05
16067,주상복합,실외,분당구,정자동,아이파크분당 3단지 302동 후문 놀이터,경기도 성남시 분당구 정자일로 239,52,2003-05-30,민간,흔들놀이기구(3)+충격흡수용표면재(포설도포바닥재)(1),2023-05-23,Y,Y,N,031-785-1901,2025-07-05
16068,주상복합,실내,분당구,정자동,아이파크분당 3단지 302동 2층 실내놀이터,경기도 성남시 분당구 정자일로 239,56,2003-05-30,민간,폐쇄형놀이기구(1)+충격흡수용표면재(고무바닥재)(1),2023-05-23,Y,Y,N,031-785-1901,2025-07-05
16069,주상복합,실외,분당구,금곡동,코오롱더프라우 놀이터,경기도 성남시 분당구 정자일로 27,113,2004-03-26,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-10-19,Y,Y,N,031-726-48320,2025-07-05
16079,주상복합,실외,분당구,정자동,더샾스타파크 104동 놀이터,경기도 성남시 분당구 정자일로 121,187,2007-02-06,민간,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-03,Y,Y,N,031-86-48320,2025-07-05
16080,주상복합,실외,분당구,정자동,더샾스타파크 102동 놀이터,경기도 성남시 분당구 정자일로 121,485,2007-02-06,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-03,Y,Y,N,031-86-48320,2025-07-05
16081,종교시설,실내,분당구,백현동,하나님의교회 세계복음선교협회(판교성전),경기도 성남시 분당구 판교역로 35,30,2016-04-30,민간,폐쇄형놀이기구(1)+충격흡수용표면재(기타바닥재)(1),2023-06-01,Y,Y,N,031-738-5951,2025-07-05
16086,도시공원,실외,분당구,야탑동,하늘(2호) 어린이공원,경기도 성남시 분당구 야탑동 337,312,2011-08-19,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-02,Y,Y,N,031-729-7386,2025-07-05
16087,도시공원,실외,분당구,야탑동,야탑(3호) 어린이공원,경기도 성남시 분당구 야탑동 340,361,1994-05-23,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-19,Y,Y,N,031-729-7386,2025-07-05
16088,도시공원,실외,분당구,야탑동,연꽃(4호) 어린이공원,경기도 성남시 분당구 야탑동 206,205,2011-08-22,공공,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-02,Y,Y,N,031-729-7386,2025-07-05
16089,도시공원,실외,분당구,야탑동,새싹(6호) 어린이공원,경기도 성남시 분당구 야탑동 208,370,2011-08-19,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-02,Y,Y,N,031-729-7386,2025-07-05
16091,도시공원,실외,분당구,야탑동,중탑(9호) 어린이공원,경기도 성남시 분당구 야탑동 301,569,1994-05-23,공공,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+기타(1)+충격흡수용표면재(모래)(1),2022-08-19,Y,Y,N,031-729-7386,2025-07-05
16093,도시공원,실외,분당구,야탑동,종달새(11호) 어린이공원,경기도 성남시 분당구 야탑동 534,437,1993-11-12,공공,그네(1)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-16,Y,Y,N,031-729-7386,2025-07-05
16099,도시공원,실외,분당구,이매동,아름(21호) 어린이공원,경기도 성남시 분당구 이매동 134,453,1993-11-11,공공,그네(1)+회전놀이기구(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1),2022-08-19,Y,Y,N,031-729-7386,2025-07-05
16102,도시공원,실외,분당구,이매동,이매길(24호) 어린이공원,경기도 성남시 분당구 이매동 148,393,2011-08-22,공공,그네(1)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-05,Y,Y,N,031-729-7462,2025-07-05
16108,도시공원,실외,분당구,서현동,분당(32호) 어린이공원,경기도 성남시 분당구 서현동 94-1,498,2011-08-22,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+기타(2)+충격흡수용표면재(모래)(1),2023-06-01,Y,Y,N,031-729-7462,2025-07-05
16113,도시공원,실외,분당구,분당동,장안(39호) 어린이공원,경기도 성남시 분당구 분당동 89,31,1994-06-30,공공,그네(1)+회전놀이기구(1)+조합놀이대(1)+기타(1)+충격흡수용표면재(포설도포바닥재)(1),2023-08-08,Y,Y,N,031-729-7462,2025-07-05
16115,도시공원,실외,분당구,분당동,태현(41호) 어린이공원,경기도 성남시 분당구 분당동 162,175,1994-06-30,공공,조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2022-08-19,Y,Y,N,031-729-7462,2025-07-05
16121,도시공원,실외,분당구,정자동,백현(51호) 어린이공원,경기도 성남시 분당구 정자동 72,150,1993-06-01,공공,그네(1)+흔들놀이기구(3)+조합놀이대(2)+충격흡수용표면재(포설도포바닥재)(1),2023-12-26,Y,Y,N,031-729-7462,2025-07-05
16123,도시공원,실외,분당구,구미동,까치마을(61호) 어린이공원,경기도 성남시 분당구 구미동 73,191,2011-07-13,공공,흔들놀이기구(3)+건너는기구(1)+조합놀이대(1)+충격흡수용표면재(모래)(1)+충격흡수용표면재(포설도포바닥재)(1),2023-06-12,Y,N,N,031-729-7462,2025-07-05
16125,도시공원,실외,분당구,구미동,수평(65호) 어린이공원,경기도 성남시 분당구 구미동 138,181,2011-07-13,공공,흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-12,Y,N,N,031-729-7462,2025-07-05
16127,도시공원,실외,분당구,구미동,골안(69호) 어린이공원,경기도 성남시 분당구 구미동 281,210,2011-07-13,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1)+충격흡수용표면재(포설도포바닥재)(1),2023-12-20,Y,Y,N,031-729-7462,2025-07-05
16128,도시공원,실외,분당구,구미동,불곡(70호) 어린이공원,경기도 성남시 분당구 구미동 294,215,2011-07-13,공공,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-12-20,Y,Y,N,031-729-7462,2025-07-05
16129,도시공원,실외,분당구,구미동,덕봉(74호) 어린이공원,경기도 성남시 분당구 구미동 279,180,2011-07-13,공공,그네(1)+흔들놀이기구(4)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-12,Y,Y,N,031-729-7462,2025-07-05
16130,도시공원,실외,분당구,구미동,넘말(75호) 어린이공원,경기도 성남시 분당구 구미동 239,180,2011-07-13,공공,흔들놀이기구(5)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-12,Y,Y,N,031-729-7461,2025-07-05
16131,도시공원,실외,분당구,구미동,큰골(76호) 어린이공원,경기도 성남시 분당구 구미동 252,182,2011-07-13,공공,흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-06-12,Y,Y,N,031-729-7462,2025-07-05
16133,도시공원,실외,분당구,동원동,동원동 어린이공원,경기도 성남시 분당구 동원동 110-4,328,2003-01-01,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-05-31,Y,Y,N,031-701-8050,2025-07-05
16134,아동복지시설,실외,분당구,궁내동,궁내동 행복누리관 실외놀이시설,경기도 성남시 분당구 궁내로 40번길 9,328,2002-01-01,공공,흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(포설도포바닥재)(1),2023-02-09,Y,N,N,031-701-8050,2025-07-05
16140,주택단지,실외,분당구,서현동,시범한양아파트 305동,경기도 성남시 분당구 중앙공원로 17,427,1991-09-30,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-25,Y,N,N,031-701-8050,2025-07-05
16141,주택단지,실외,분당구,서현동,시범한양아파트 308동,경기도 성남시 분당구 중앙공원로 17,193,1991-09-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-25,Y,N,N,031-701-8050,2025-07-05
16142,주택단지,실외,분당구,서현동,시범한양아파트 317동,경기도 성남시 분당구 중앙공원로 17,427,1991-09-30,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-25,Y,N,N,031-701-8050,2025-07-05
16143,주택단지,실외,분당구,서현동,시범한양아파트 319동,경기도 성남시 분당구 중앙공원로 17,1532.86,1991-09-30,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-25,Y,N,N,031-701-8050,2025-07-05
16144,주택단지,실외,분당구,서현동,시범한양아파트 321동,경기도 성남시 분당구 중앙공원로 17,21,1991-09-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-25,Y,N,N,031-701-8050,2025-07-05
16145,주택단지,실외,분당구,서현동,시범한양아파트 324동,경기도 성남시 분당구 중앙공원로 17,427,1991-09-30,민간,그네(2)+흔들놀이기구(3)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-25,Y,N,N,031-701-8050,2025-07-05
16146,주택단지,실외,분당구,서현동,시범한양아파트 327동,경기도 성남시 분당구 중앙공원로 17,500,1991-09-30,민간,그네(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-25,Y,N,N,031-703-0491,2025-07-05
16147,주택단지,실외,분당구,서현동,시범한양아파트 328동,경기도 성남시 분당구 중앙공원로 17,520,1991-09-30,민간,그네(1)+흔들놀이기구(1)+조합놀이대(1)+충격흡수용표면재(고무바닥재)(1),2022-11-25,Y,N,N,031-703-0491,2025-07-05
16148,주택단지,실외,분당구,이매동,이매촌 청구 611동앞 놀이터,경기도 성남시 분당구 양현로94번길 29,528,2005-01-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,N,N,031-715-0245,2025-07-05
16149,주택단지,실외,분당구,이매동,이매촌 청구 613동뒤 놀이터,경기도 성남시 분당구 양현로94번길 29,586.88,2005-01-01,민간,그네(1)+흔들놀이기구(4)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-10-27,Y,N,N,02-586-5430,2025-07-05
16150,주택단지,실외,분당구,정자동,정든마을동아1단지 놀이터,경기도 성남시 분당구 불정로 141,756,1995-04-24,민간,그네(1)+흔들놀이기구(2)+조합놀이대(1)+충격흡수용표면재(모래)(1),2023-10-19,Y,Y,N,02-586-5430,2025-07-05
16151,주택단지,실외,분당구,구미동,무지개마을 3단지 308동 건영놀이터,경기도 성남시 분당구 미금로 63,107.31,1996-02-03,민간,그네(1)+흔들놀이기구(3)+오르는기구(1)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-11-01,Y,Y,N,031-716-0407,2025-07-05
16152,주택단지,실외,분당구,구미동,무지개마을 3단지 303동 신한놀이터,경기도 성남시 분당구 미금로 63,294.51,1996-02-03,민간,그네(1)+흔들놀이기구(3)+오르는기구(1)+조합놀이대(1)+철봉(1)+충격흡수용표면재(모래)(1),2023-11-01,Y,Y,N,031-716-0407,2025-07-05
